"";"classe 1";"classe 2"
"*commentLikes_92";1,315;-1,315
"*i_0347";-3,675;3,675
"*postComments_263";-3,675;3,675
"*commentLikes_126";-1,521;1,521
"*commentDate_10-11-2025";-20,205;20,205
"*i_0348";-2,282;2,282
"*i_0349";-4,325;4,325
"*i_0350";-0,238;0,238
"*i_0351";0,038;-0,038
"*i_0352";4,499;-4,499
"*postComments_203";4,499;-4,499
"*commentDate_15-11-2025";-2,907;2,907
"*i_0353";0,006;-0,006
"*i_0354";4,474;-4,474
"*postLikes_13100";4,474;-4,474
"*postReposts_422";4,474;-4,474
"*commentLikes_168";1,315;-1,315
"*commentLikes_557";1,315;-1,315
"*i_0355";0,189;-0,189
"*postReposts_212";0,189;-0,189
"*postDate_6-11-2025";-0,068;0,068
"*i_0356";-1,521;1,521
"*i_0357";0,629;-0,629
"*postReposts_104";0,629;-0,629
"*i_0358";0,449;-0,449
"*i_0359";3,422;-3,422
"*postLikes_10500";0,042;-0,042
"*i_0360";-3,956;3,956
"*postComments_211";-3,956;3,956
"*commentLikes_172";-0,761;0,761
"*commentLikes_246";-0,761;0,761
"*i_0362";-1,047;1,047
"*i_0363";-0,238;0,238
"*i_0364";0,023;-0,023
"*i_0365";1,874;-1,874
"*i_0366";-2,447;2,447
"*i_0367";5,023;-5,023
"*postDate_7-11-2025";-6,787;6,787
"*commentLikes_142";-0,761;0,761
"*i_0368";1,649;-1,649
"*i_0369";0,038;-0,038
"*i_0370";-9,805;9,805
"*postComments_387";-9,805;9,805
"*commentLikes_229";-0,761;0,761
"*commentLikes_134";-0,761;0,761
"*commentLikes_765";-0,761;0,761
"*commentLikes_326";-0,761;0,761
"*commentLikes_279";-0,761;0,761
"*commentLikes_176";-0,761;0,761
"*i_0371";-3,764;3,764
"*i_0372";0;0
"*i_0373";0,075;-0,075
"*i_0374";1,215;-1,215
"*i_0375";0,226;-0,226
"*i_0376";-11,521;11,521
"*postComments_237";-11,521;11,521
"*commentDate_16-11-2025";-2,28;2,28
"*i_0377";0,555;-0,555
"*i_0378";-4,495;4,495
"*postLikes_9000";-4,495;4,495
"*postComments_104";-4,495;4,495
"*postDate_8-11-2025";-6,434;6,434
"*i_0379";-2,641;2,641
"*postReposts_208";0;0
"*i_0380";-2,282;2,282
"*i_0381";-0,119;0,119
"*i_0382";-1,521;1,521
"*i_0384";-3,804;3,804
"*i_0385";0,038;-0,038
"*i_0386";0,302;-0,302
"*commentLikes_196";1,315;-1,315
"*i_0387";-1,26;1,26
"*postComments_259";-1,26;1,26
"*commentLikes_478";-0,761;0,761
"*commentLikes_289";-0,761;0,761
"*commentLikes_185";1,315;-1,315
"*i_0388";7,663;-7,663
"*postDate_9-11-2025";3,461;-3,461
"*i_0389";-0,238;0,238
"*i_0391";0,038;-0,038
"*postLikes_18500";0,038;-0,038
"*i_0392";3,912;-3,912
"*i_0393";6,189;-6,189
"*postLikes_11300";6,189;-6,189
"*postReposts_98";6,189;-6,189
"*i_0394";-0,106;0,106
"*i_0395";-7,612;7,612
"*i_0397";-11,281;11,281
"*postComments_155";-11,281;11,281
"*postDate_10-11-2025";-31,236;31,236
"*commentLikes_679";-0,761;0,761
"*i_0398";-0,761;0,761
"*i_0399";-0,715;0,715
"*postComments_98";-0,329;0,329
"*commentDate_17-11-2025";-0,059;0,059
"*i_0400";-2,042;2,042
"*commentLikes_606";1,315;-1,315
"*commentLikes_399";1,315;-1,315
"*i_0401";1,347;-1,347
"*i_0402";-5,459;5,459
"*postReposts_181";-5,459;5,459
"*i_0403";1,758;-1,758
"*postComments_192";1,758;-1,758
"*i_0404";-31,36;31,36
"*postComments_298";-31,36;31,36
"*commentLikes_328";-0,761;0,761
"*commentLikes_236";0,038;-0,038
"*commentLikes_235";1,315;-1,315
"*i_0405";-1,081;1,081
"*postLikes_8800";-1,081;1,081
"*i_0406";0,038;-0,038
"*i_0407";-3,051;3,051
"*postComments_353";-3,051;3,051
"*postReposts_127";-3,051;3,051
"*i_0408";-0,761;0,761
"*i_0409";0,007;-0,007
"*postDate_11-11-2025";-16,706;16,706
"*i_0410";1,315;-1,315
"*i_0411";0,038;-0,038
"*i_0412";0,023;-0,023
"*i_0413";-11,904;11,904
"*postComments_354";-11,904;11,904
"*commentLikes_164";-0,761;0,761
"*i_0414";-11,959;11,959
"*i_0415";-4,565;4,565
"*i_0416";-6,255;6,255
"*i_0417";-1,521;1,521
"*postReposts_35";-1,521;1,521
"*i_0418";3,651;-3,651
"*i_0420";34,199;-34,199
"*postComments_306";34,199;-34,199
"*postDate_12-11-2025";0,589;-0,589
"*commentLikes_200";1,315;-1,315
"*commentLikes_189";1,315;-1,315
"*i_0423";0,264;-0,264
"*i_0424";4,146;-4,146
"*i_0425";0,038;-0,038
"*postLikes_24300";0,038;-0,038
"*postReposts_107";9,124;-9,124
"*i_0426";-12,119;12,119
"*i_0428";-7,553;7,553
"*postComments_412";-7,553;7,553
"*i_0429";-1,872;1,872
"*i_0430";-2,282;2,282
"*i_0431";0,006;-0,006
"*i_0433";-3,066;3,066
"*postComments_156";-3,066;3,066
"*postDate_13-11-2025";-0,325;0,325
"*commentLikes_232";-0,761;0,761
"*i_0434";0,575;-0,575
"*postLikes_17600";0,575;-0,575
"*postReposts_377";0,575;-0,575
"*i_0435";1,347;-1,347
"*i_0436";-1,138;1,138
"*i_0438";11,477;-11,477
"*commentLikes_188";1,315;-1,315
"*commentDate_7-1-2026";1,315;-1,315
"*i_0439";0,094;-0,094
"*commentLikes_183";-0,761;0,761
"*commentLikes_249";-0,761;0,761
"*i_0440";-0,761;0,761
"*i_0442";-3,294;3,294
"*i_0444";-2,921;2,921
"*postReposts_573";-2,921;2,921
"*i_0445";-0,761;0,761
"*i_0446";-0,011;0,011
"*postComments_206";-0,011;0,011
"*postReposts_418";-0,011;0,011
"*commentLikes_144";-0,761;0,761
"*i_0447";-3,459;3,459
"*postLikes_11700";-3,459;3,459
"*postReposts_211";-3,459;3,459
"*postDate_14-11-2025";0,446;-0,446
"*commentLikes_244";-0,761;0,761
"*i_0448";2,63;-2,63
"*postLikes_923";2,63;-2,63
"*i_0449";0,013;-0,013
"*postComments_226";0,013;-0,013
"*commentLikes_320";-0,761;0,761
"*i_0450";-1,635;1,635
"*i_0452";9,283;-9,283
"*postComments_249";9,283;-9,283
"*i_0453";1,699;-1,699
"*postLikes_9900";1,699;-1,699
"*postComments_215";1,699;-1,699
"*i_0454";-1,621;1,621
"*i_0455";2,022;-2,022
"*i_0457";-0,63;0,63
"*postComments_186";-0,63;0,63
"*postDate_15-11-2025";-5,36;5,36
"*i_0458";0,226;-0,226
"*postComments_62";0,226;-0,226
"*i_0459";-2,282;2,282
"*i_0460";0,113;-0,113
"*i_0462";-0,119;0,119
"*i_0463";-4,571;4,571
"*postComments_323";-4,571;4,571
"*commentDate_14-2-2026";-0,761;0,761
"*commentLikes_71";-0,761;0,761
"*i_0464";-1,673;1,673
"*postReposts_52";-1,673;1,673
"*commentLikes_191";-1,521;1,521
"*i_0465";0,075;-0,075
"*i_0466";0,023;-0,023
"*postReposts_305";0,023;-0,023
"*postDate_16-11-2025";-0,216;0,216
"*i_0467";1,315;-1,315
"*i_0468";-3,075;3,075
"*postLikes_11900";-3,075;3,075
"*postReposts_218";-3,075;3,075
"*i_0469";0,038;-0,038
"*postLikes_10200";0,038;-0,038
"*postReposts_100";0,038;-0,038
"*i_0470";0,575;-0,575
"*i_0471";1,315;-1,315
"*i_0475";-0,711;0,711
"*i_0476";-2,707;2,707
"*postComments_81";-2,707;2,707
"*postReposts_105";-2,707;2,707
"*postDate_17-11-2025";0,163;-0,163
"*i_0477";2,63;-2,63
"*i_0478";-2,704;2,704
"*postReposts_230";-2,704;2,704
"*i_0479";0,075;-0,075
"*i_0480";-0,54;0,54
"*i_0481";-0,761;0,761
"*i_0483";8,142;-8,142
"*commentLikes_219";1,315;-1,315
"*i_0484";-0,54;0,54
"*i_0485";-0,761;0,761
"*i_0486";2,022;-2,022
"*i_0487";-5,244;5,244
"*postComments_435";-5,244;5,244
"*i_0488";-0,008;0,008
"*i_0489";-1,93;1,93
"*i_0490";1,111;-1,111
"*i_0491";6,074;-6,074
"*i_0492";-3,779;3,779
"*i_0493";0,103;-0,103
"*postComments_241";0,103;-0,103
"*commentLikes_275";1,315;-1,315
"*i_0494";-0,238;0,238
"*i_0495";0,578;-0,578
"*commentLikes_128";1,315;-1,315
"*i_0496";0,038;-0,038
"*i_0497";-2,75;2,75
"*postComments_76";-2,75;2,75
"*postReposts_119";-2,75;2,75
"*commentLikes_110";-0,761;0,761
"*i_0498";19,681;-19,681
"*postComments_208";19,681;-19,681
"*commentLikes_223";-0,761;0,761
"*commentLikes_655";1,315;-1,315
"*i_0499";-3,043;3,043
"*i_0500";-0,119;0,119
